"name","iso","entity_type","country","area","num_commit","lat","lng","population","population_year","state","admin_1","initiatives_committed","region"
"Ube City","JPN","City","Japan","288",1,33.95,131.25,179000,2016,"Yamaguchi Prefecture",NA,"CDPCities2022","East Asia and the Pacific"
"Ubeda","ESP","City","Spain","397.1",2,38.0141222,-3.3724472,34602,2018,"Jaen","Andalusia","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uberaba","BRA","City","Brazil","4529.7",2,-19.74737,-47.93916,295988,2016,"Minas Gerais",NA,"GlobalCovenantofMayors2019;NAZCA","Latin America and Caribbean"
"Ubiale Clanezzo","ITA","City","Italy","7.35",2,45.78333,9.616667,1404,NA,"Bergamo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uboldo","ITA","City","Italy","10.74",2,45.61527,9.00394,10182,NA,"Varese",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ubonratchathani","THA","City","Thailand","29.04",1,15.22806,104.8594,79944,2000,"Mueang Ubon Ratchathani",NA,"Carbonn2019","East Asia and the Pacific"
"Ucayali","PER","Region","Peru","29293.47",4,-7.348611,-75.00583,492522,NA,NA,NA,"CDPStates&Regions2018-19;;Under2Coalition;;DDLNetZeroDB2020;;Under2Coalition2019;CompactofStatesRegions2018;NAZCA","Latin America and Caribbean"
"Ucria","ITA","City","Italy","26.26",3,38.04592,14.88111,1133,NA,"Messina",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Udaipur","IND","City","India","64",NA,24.58,73.68,451100,2011,"Rajasthan","Mewari","CDPCities2020;GCoM2021","South Asia"
"Udine","ITA","City","Italy","56",3,46.067,13.233,100170,2019,NA,"Friuli Venezia Giulia","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Ueda","JPN","City","Japan",NA,NA,36.4019,138.2491,160000,NA,"Nagano Prefecture",NA,NA,"East Asia and the Pacific"
"Ueno","JPN","City","Japan",NA,NA,36.0833,138.7774,1000,NA,"Gunma Prefecture",NA,NA,"East Asia and the Pacific"
"Uenohara","JPN","City","Japan","170.57",2,35.630194,139.111333,23000,NA,"Yamanashi Prefecture","Yamanashi Prefecture","JapanMOEZeroCarbonCities;;DDLNetZeroDB2020","East Asia and the Pacific"
"Ugento","ITA","City","Italy","100.4",2,39.92722,18.16139,12327,2012,"Lecce","Lecce","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uggiano La Chiesa","ITA","City","Italy","14",2,40.1,18.45,4488,2017,"Lecce","Lecce","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uggiate-Trevano","ITA","City","Italy","5.78",2,45.81667,8.966667,4431,NA,"Como",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ugu","ZAF","City","South Africa","5047",1,-30.75,30.43333,722484,2011,"KwaZulu-Natal",NA,"Carbonn2019","Sub-Saharan Africa"
"Uharte-Arakil","ESP","City","Spain",NA,2,42.917,-1.967,949,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Uitgeest","NLD","City","Netherlands","19.19",2,52.52329,4.737467,13000,2017,"North Holland",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uji","JPN","City","Japan",NA,NA,34.8845,135.7997,180000,NA,"Kyoto Prefecture",NA,NA,"East Asia and the Pacific"
"Uken","JPN","City","Japan",NA,NA,28.2807,129.2973,2000,NA,"Kagoshima Prefecture",NA,NA,"East Asia and the Pacific"
"Uki","JPN","City","Japan","188.56",4,32.645,130.686389,59928,2017,"Kumamoto Prefecture","Kumamoto Prefecture","NAZCA2020;;DDLNetZeroDB2020;;JapanMOEZeroCarbonCities;;JapanMOEZeroCarbonCities;RacetoZero2020","East Asia and the Pacific"
"Ukiha","JPN","City","Japan",NA,NA,33.3474,130.755,29000,NA,"Fukuoka Prefecture",NA,NA,"East Asia and the Pacific"
"Ukrainka","UKR","City","Ukraine","5.91",3,50.15309,30.74349,15458,NA,"Kyiv Oblast","Ukraine","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Ulan Bator","MNG","City","Mongolia","4704.4",2,47.92028,106.9172,1372000,2013,"na","Mongolia","CDPCities2020;GCoM2021","East Asia and the Pacific"
"Ulassai","ITA","City","Italy","122.41",2,39.81055,9.499045,1542,NA,"Nuoro",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ulea","ESP","City","Spain",NA,2,38.14006,-1.329754,926,NA,"Murcia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ulla","ESP","City","Spain","11.8",2,42.78723,-7.943071,1037,2011,"Girona",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ulldecona","ESP","City","Spain","126.9",3,40.59944,0.44639,6566,2018,"Tarragona","Tarragona","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Ulldemolins","ESP","City","Spain","38.2",2,41.32229,0.8761351,435,2018,"Tarragona","Priorat","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ulsan","KOR","City","South Korea","1057.14",2,35.55,129.3167,1163690,2014,"Gyeongsangnam-do","Yeongnam","CDPCities2022;;GCoM2022","East Asia and the Pacific"
"Ultramort","ESP","City","Spain","4.4",2,42.033,3.033,214,2018,"Girona","Girona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ultzama","ESP","City","Spain",NA,3,43,-1.67806,1655,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Umag","HRV","City","Croatia","87",2,45.43333,13.51667,12901,2011,"Istria County","Istria","GCoMEuropeanCommission2021;;GCoM2022","Eastern Europe and Central Asia"
"Uman","MEX","City","Mexico","234.3",2,20.8814,-89.74801,70000,2010,"Yucatan",NA,"GlobalCovenantofMayors2019;NAZCA","Latin America and Caribbean"
"Umbertide","ITA","City","Italy","200.83",2,43.30564,12.33662,16763,NA,"Perugia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Umbrete","ESP","City","Spain","12",2,37.36867,-6.157361,7698,2018,"Seville",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Umea","SWE","City","Sweden","31.8",6,63.825,20.26389,130224,2020,"Vasterbotten","Umea Municipality","CDPCities2022;;CDPJRC2022;;GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022;;Race to Zero","Europe"
"uMhlathuze","ZAF","City","South Africa","793",3,-28.78861,31.9664,334459,2011,"KwaZulu-Natal","King Cetshwayo","GlobalCovenantofMayors2019;Carbonn2019;NAZCA","Sub-Saharan Africa"
"Umm El-Jimal","JOR","City","Jordan",NA,1,32.326667,36.369722,30028,NA,NA,"Mafraq Governorate","GCoMEuropeanCommission2021","Middle East and North Africa"
"Umm El-Jimal","PRT","City","Portugal",NA,1,40.14823,-8.85482,62125,NA,NA,NA,"GCoMEuropeanCommission2021","Europe"
"Umong","THA","City","Thailand","19",1,18,98,13558,NA,"Mueang Lamphun",NA,"Carbonn2019","East Asia and the Pacific"
"Unciti","ESP","City","Spain",NA,3,42.75,-1.5,211,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Ungheni","MDA","City","Moldova","16.4",3,47.20368,27.79873,36000,2014,"Ungheni District",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Ungureni","ROU","City","Romania","43.19",2,46.583,26.917,144307,2011,"BacAfu","BacAfu","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Union City, CA","USA","City","United States of America",NA,1,33.57833,-84.54333,73877,NA,"California","Alameda County, CA","WeAreStillIn2019","North America"
"Union City, NJ","USA","City","United States of America","3.322957",2,40.7675,-74.03222,527972,2010,"New Jersey","Hudson County, NJ","ClimateMayors2019;WeAreStillIn2019","North America"
"Union of Dannieh Municipalities","LBN","City","Lebanon","19.8",1,33.88694,35.51306,2200000,2014,NA,"Beirut","GCoMEuropeanCommission2021","Middle East and North Africa"
"Union, NJ","USA","City","United States of America",NA,1,40.69528,-74.26917,58512,NA,"New Jersey","Union County, NJ","WeAreStillIn2019","North America"
"Unione Appennino bolognese","ITA","City","Italy","140.86",3,44.49389,11.34278,394843,2020,NA,"Emilia-Romagna","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione Bassa Est Parmense","ITA","City","Italy","15254",3,44.84739,10.44299,29597,NA,"Emilia-Romagna","Parma","EUCovenantofMayors2019","Europe"
"Unione Bassa Sesia","ITA","City","Italy",NA,2,45.54169,8.41526,4426,NA,NA,NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Unione Colline Matildiche","ITA","City","Italy",NA,2,44.63576,10.47272,26211,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Comuni del Sorbara","ITA","City","Italy","13319",1,44.73333,11.03333,36340,NA,"Emilia-Romagna",NA,"GCoMEuropeanCommission2021","Europe"
"Unione Comuni Della Valle Ustica","ITA","City","Italy","7545",2,42.01667,12.9,6280,NA,"Lazio",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Unione Comuni Modenesi Area Nord","ITA","City","Italy",NA,1,44.85015,11.0711,85607,NA,NA,NA,"EUCovenantofMayors2022","Europe"
"Unione Comuni Terre del Mare e del Sole","ITA","City","Italy",NA,2,40.38745,17.44153,51092,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione dei Comuni Bassa Val Trebbia e Val Luretta","ITA","City","Italy","503057",2,44.76667,9.383333,8489,NA,"Emilia-Romagna",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione dei Comuni Borghi e Valli D'Oltrepo","ITA","City","Italy",NA,1,44.96696,9.148053,2197,NA,NA,NA,"EUCovenantofMayors2022","Europe"
"Unione dei Comuni Colline di Langa e Barolo","ITA","City","Italy","91",2,44.59096,7.939995,10151,NA,"Piedmont",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Unione dei Comuni del Frignano","ITA","City","Italy",NA,2,44.34027,10.83458,40824,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione dei Comuni del Mont'Albo","ITA","City","Italy","196.38",3,40.57073,9.68241,27360,NA,"Sardinia",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione dei Comuni dell'Alta Vallecamonica","ITA","City","Italy","1335",2,46.0075,10.3475,6035,NA,"Trento",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Unione dei Comuni dell'Entroterra Idruntino","ITA","City","Italy","43",2,40.14812,18.35043,9498,NA,"Apulia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Unione dei Comuni della Bassa Reggiana","ITA","City","Italy",NA,1,NA,NA,71382,NA,NA,NA,"GCoMEuropeanCommission2021","Europe"
"Unione dei Comuni della Bassa Romagna","ITA","City","Italy",NA,2,44.42052,11.91155,102475,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione dei Comuni della Valsaviore","ITA","City","Italy","15.46",3,46.08754,10.33891,6174,2018,"Lombardy",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione dei Comuni Lombarda della Valletta","ITA","City","Italy","11",2,45.7385,9.3695,6878,NA,"Lombardy",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Unione dei comuni Lombarda della Valmalenco","ITA","City","Italy","107.6",2,46.244,9.853,2626,NA,"Lombardy",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Unione dei Comuni NET (Nord Est Torino)","ITA","City","Italy","NaN",1,45.13812,7.767552,120000,NA,"Piedmont",NA,"GCoMEuropeanCommission2021","Europe"
"Unione dei Comuni Savena - Idice","ITA","City","Italy",NA,3,44.38517,11.34338,45582,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione dei Comuni Terre di Pianura","ITA","City","Italy",NA,1,44.64702,11.53453,69435,2014,NA,NA,"EUCovenantofMayors2022","Europe"
"Unione Dei Comuni Valdichiana Senese","ITA","City","Italy","691.54",1,42.98333,11.86667,62192,NA,"Tuscany",NA,"GCoMEuropeanCommission2021","Europe"
"Unione dei Comuni Valle del Savio","ITA","City","Italy",NA,3,44.13721,12.2419,116464,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione dei Comuni Valli del Reno, Lavino e Samoggia","ITA","City","Italy",NA,2,44.47051,11.27452,112086,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione della Romagna Faentina","ITA","City","Italy","NaN",2,44.28333,11.88333,88847,NA,"Emilia-Romagna",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione di Comuni della Romagna Forlivese","ITA","City","Italy",NA,3,44.22278,12.04087,179691,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione di Comuni Valmarecchia","ITA","City","Italy","328.2",1,43.89528,12.29056,17200,NA,"Emilia-Romagna",NA,"GCoMEuropeanCommission2021","Europe"
"Unione di Torre di Santa Maria-Spriana","ITA","City","Italy","85.45",3,39.22778,9.11111,887,2015,NA,"Cagliari","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione Montana dei Comuni dell'Appennino Reggiano","ITA","City","Italy",NA,2,44.42886,10.39953,32907,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Montana Valli Trebbia E Luretta","ITA","City","Italy","NaN",1,44.0308,9.384695,8900,NA,"Emilia-Romagna",NA,"GCoMEuropeanCommission2021","Europe"
"Unione Pianura Reggiana","ITA","City","Italy","119.02",2,40.845,14.25833,967068,2017,NA,"Naples","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Reno Galliera","ITA","City","Italy","NaN",2,44.65,11.38333,72804,NA,"Emilia-Romagna",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Rubicone e Mare","ITA","City","Italy",NA,2,44.09213,12.39927,66407,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Terra di Mezzo","ITA","City","Italy",NA,1,44.76,10.6,28741,NA,NA,NA,"EUCovenantofMayors2022","Europe"
"Unione Terre d'Acqua","ITA","City","Italy",NA,2,44.63996,11.18849,83432,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Terre di Castelli","ITA","City","Italy",NA,3,44.47959,11.01156,87763,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unione Tresinaro Secchia","ITA","City","Italy",NA,2,44.59755,10.69097,81753,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Val d'Enza","ITA","City","Italy",NA,2,44.6993,10.44596,62828,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Valli e Delizie","ITA","City","Italy","611.65",2,44.7,11.8,40558,NA,"Emilia-Romagna",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Unione Valnure e Valchero","ITA","City","Italy","NaN",2,44.91149,9.667606,26754,NA,"Piedmont",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"University City, MO","USA","City","United States of America","15.28094",5,38.66389,-90.32778,35115,2010,"Missouri","St. Louis County, MO","ClimateMayors2019;WeAreStillIn2019;GCoM2021","North America"
"University Park, MD","USA","City","United States of America",NA,1,38.97139,-76.94333,2656,NA,"Maryland","Prince George's County, MD","WeAreStillIn2019","North America"
"Unley","AUS","City","Australia",NA,1,-34.95,138.6,39416,2020,NA,NA,"CDPCities2022","East Asia and the Pacific"
"Uny","HUN","City","Hungary","11.58",3,47.64247,18.73787,652,2004,"Komarom-Esztergom","Komarom-Esztergom","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Unzue / Untzue","ESP","City","Spain",NA,3,42.65184,-1.626019,144,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Uozu","JPN","City","Japan","200.61",3,36.827306,137.409167,42224,2016,"Toyama Prefecture","Toyama Prefecture","JapanMOEZeroCarbonCities;;DDLNetZeroDB2020ZCA2020;;JapanMOEZeroCarbonCities;RacetoZero2020","East Asia and the Pacific"
"Upper Austria","AUT","Region","Austria","11981.92",2,48.16667,14.03333,1494037,2018,NA,NA,"CDPStates&Regions2022;;States and Regions Annual Disclosure","Europe"
"Upplands Vasby","SWE","City","Sweden","83.81",1,59.51667,17.91667,41883,2010,"Uppland",NA,"Carbonn2019","Europe"
"Uppsala","SWE","City","Sweden","2234",7,59.85806,17.64472,217000,2017,"Uppland",NA,"CDPJRC2022;;CDPCities2022;;GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022;;DivestInvest;;Race to Zero","Europe"
"Uppsala County","SWE","Region","Sweden",NA,3,59.858333,17.65,378246,2019,NA,NA,"ACTSweden;;DDLNetZeroDB2020;;Klimatkommunerna,Covenant of Mayors,EuroCities,Fossilfritt Sverige, NAZCA","Europe"
"Urago d'Oglio","ITA","City","Italy","10.68",2,45.51667,9.866667,3987,NA,"Treviso","Brescia","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urambo","TZA","City","Tanzania","5415",1,-5,31.91667,192781,2012,"Tabora Region",NA,"Carbonn2019","Sub-Saharan Africa"
"Uranga","ARG","City","Argentina","20",3,-33.26667,-60.7,913,2018,"Santa Fe","Santa Fe, Argentina","CDPCities2022;;GCoM2022;;Race to Zero","Latin America and Caribbean"
"Uras","ITA","City","Italy","140.86",2,44.49389,11.34278,394843,2020,NA,"Emilia-Romagna","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urayasu","JPN","City","Japan","17.29",2,35.653944,139.902167,164258,2015,"Chiba Prefecture","Chiba Prefecture","JapanMOEZeroCarbonCities;;DDLNetZeroDB2020","East Asia and the Pacific"
"Urbana","ITA","City","Italy","20.07242",2,45.19413,11.44535,2172,2010,"Venice","Padua","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urbana, IL","USA","City","United States of America","5.697978",6,40.10966,-88.20425,42014,2010,"Illinois","Champaign County, IL","NAZCA2020;;DDLNetZeroDB2020;;CDPCities2019;;CDPCities2018-2019;;GCoMCDP2020;;ClimateMayors;GlobalCovenantofMayors2019;Carbonn2019;NAZCA;RacetoZero2020","North America"
"Urbania","ITA","City","Italy","7789.8",2,43.667,12.517,680445,2004,"Pesaro and Urbino","Marche","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urbanice","CZE","City","Czech Republic","2.25",1,50.18028,15.72528,341,2013,NA,"Hradec Kralove","EUCovenantofMayors2022","Europe"
"Urbe","ITA","City","Italy","31.5",2,44.50111,8.64083,847,2004,"Province of Savona","Liguria","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urbino","ITA","City","Italy","226.5",3,43.71667,12.63333,15566,NA,"Pesaro and Urbino",NA,"GCoMHarmonized2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Urbisaglia","ITA","City","Italy","22.86",2,43.2,13.38333,2723,NA,"Marche","Macerata","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urdiain","ESP","City","Spain",NA,1,42.883,-2.133,675,NA,NA,NA,"GCoMEuropeanCommission2021","Europe"
"URDIAIN","ESP","City","Spain",NA,NA,42.883,-2.133,675,NA,NA,NA,NA,"Europe"
"Ureshino","JPN","City","Japan","126.51",1,33.133,130.067,26937,2017,"Saga Prefecture","Kyushu","CDPCities2022","East Asia and the Pacific"
"Urgnano","ITA","City","Italy","14.78",2,45.6,9.683333,8704,NA,"Bergamo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uri","ITA","City","Italy","56",2,40,8,3053,NA,"Sardinia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uriangato","MEX","City","Mexico","115.76",NA,20.133,-101.167,59305,2010,"Guanajuato","Uriangato","CDPCities2020","Latin America and Caribbean"
"Urracal","ESP","City","Spain","25",2,37.4,-2.367,329,2018,"Almeria","Almeria","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urraul Alto - Urraulgoiti","ESP","City","Spain",NA,3,42.759,-1.254,133,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Urraul Bajo - Urraulbeiti","ESP","City","Spain","59.41",3,42.71389,-1.32222,308,2018,NA,"Agoitz","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Urrea de Jalon","ESP","City","Spain","25",2,41.66667,-1.233333,403,2018,"Aragon","Urrea de JalA3n","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urrotz","ESP","City","Spain",NA,3,43.101,-1.706,183,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Urroz-Villa","ESP","City","Spain",NA,3,42.783,-1.45,377,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Uruapan del Progreso","MEX","City","Mexico",NA,2,19.41291,-102.0238,334749,NA,"Michoacan","Uruapan","GlobalCovenantofMayors2019;NAZCA","Latin America and Caribbean"
"Urumqi","CHN","City","China","583",2,43.825,87.6,3575000,2014,"Xinjiang",NA,"APPC;;Under2Coalition2019","East Asia and the Pacific"
"Ururi","ITA","City","Italy","31.65",2,41.81667,15.01667,2777,NA,"Campobasso",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urus","ESP","City","Spain","17.4",2,42.3525,1.85333,178,2018,"Girona","Cerdanya","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Urzad Gminy Tryncza","POL","City","Poland","70.56",2,50.16667,22.56667,8324,NA,"Subcarpathia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Usa","JPN","City","Japan",NA,NA,33.532,131.3496,56000,NA,"Oita Prefecture",NA,NA,"East Asia and the Pacific"
"Uscio","ITA","City","Italy","9.63",2,44.41667,9.166667,2281,NA,"Liguria","Genoa","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ushetu","TZA","City","Tanzania","254",1,34.63806,48.29556,273075,2006,"Kahama",NA,"Carbonn2019","Sub-Saharan Africa"
"Ushiku","JPN","City","Japan","58.92",2,35.979361,140.149556,84285,2015,"Ibaraki Prefecture","Ibaraki Prefecture","JapanMOEZeroCarbonCities;;DDLNetZeroDB2020","East Asia and the Pacific"
"Ushuaia","ARG","City","Argentina","23",3,-54.80191,-68.30295,56956,NA,"Tierra del Fuego",NA,"GCoMEuropeanCommission2021;;GCoM2022;;Race to Zero","Latin America and Caribbean"
"Usini","ITA","City","Italy","30.74",2,40.66406,8.540513,1611,NA,"Sassari",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"USKUDAR","TUR","City","Turkey","46.41",1,41.0239889,29.0165222,529145,2018,"Istanbul Province",NA,"EUCovenantofMayors2022","Eastern Europe and Central Asia"
"Usmate Velate","ITA","City","Italy","9.75",3,45.65,9.35,10070,NA,"Monza Brianza","Monza and Brianza","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Ussana","ITA","City","Italy","32.8",2,39.4,9.083333,4233,NA,"Sardinia","South Sardinia","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ussaramanna","ITA","City","Italy","9.7",2,39.7,8.917,579,2010,"South Sardinia","Sardinia","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Usti nad Labem","CZE","City","Czech Republic","93.97",1,50.65833,14.04167,90378,2022,NA,"Usti nad Labem","EUCovenantofMayors2022","Europe"
"Ustica","ITA","City","Italy","8.24",3,38.71038,13.19187,1313,NA,"Sicily","Palermo","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Ustka","POL","City","Poland","10.14",2,54.58333,16.85,16467,2015,"Pomerania",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Ustylug","UKR","City","Ukraine",NA,3,50.86093,24.15512,8218,2015,"Volodymyr-Volynskyi Raion","Volyn Oblast","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Usurbil","ESP","City","Spain","25.64",2,43.27031,-2.050254,6056,2018,"Gipuzkoa","Donostialdea","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Utazu","JPN","City","Japan",NA,NA,34.3114,133.8257,18000,NA,"Kagawa Prefecture",NA,NA,"East Asia and the Pacific"
"Utena","LTU","City","Lithuania","15.1",2,55.49844,25.60258,31940,2014,"Utena County",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Utiel","ESP","City","Spain",NA,3,39.56808,-1.205178,11778,NA,"Valencia","Requena-Utiel","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Uto","JPN","City","Japan","74.14",2,32.682778,130.666944,37442,2017,"Kumamoto Prefecture","Kumamoto Prefecture","CDPCities2022;;Race to Zero","East Asia and the Pacific"
"Utrecht","NLD","City","Netherlands","99.21",4,52.08095,5.12768,334295,NA,"Provincie Utrecht",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022;;Clean Air Initiative","Europe"
"Utsunomiya","JPN","City","Japan",NA,NA,NA,NA,510000,NA,"Tochigi Prefecture",NA,NA,"East Asia and the Pacific"
"Utsunomiya City","JPN","City","Japan","417",1,36.55511,139.8828,518200,0,"Tochigi Prefecture","Tochigi","CDPCities2022","East Asia and the Pacific"
"Uvaly","CZE","City","Czech Republic","10.97",2,50.07361,14.73028,7035,2022,"Central Bohemian Region","Prague-East","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Uzhhorod","UKR","City","Ukraine","65",3,48.62235,22.30213,114867,2016,"Uzhhorod Municipality",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Uzice","SRB","City","Serbia","667",1,43.85,19.85,78040,NA,"Zlatibor",NA,"Carbonn2019","Eastern Europe and Central Asia"
"Vaasa","FIN","City","Finland","NaN",3,63.1,21.61667,67620,NA,"Ostrobothnia","Vaasa sub-region","EUCovenantofMayors2022;;GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Vaccarizzo Albanese","ITA","City","Italy","8.53",2,39.5854,16.43289,1183,NA,"Cosenza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Vacias-Phoenix","MUS","City","Mauritius","54.2",1,-20.30005,57.47451,106472,2015,"Plaines Wilhems",NA,"Carbonn2019","Sub-Saharan Africa"
"Vacoas","MUS","City","Mauritius","54.2",2,-20.29876,57.49273,106472,2015,"Plaines Wilhems",NA,"GlobalCovenantofMayors2019;NAZCA","Sub-Saharan Africa"
"Vacri","ITA","City","Italy","12.27",2,42.29624,14.23031,1743,NA,"Chieti Province","Chieti","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Vado Ligure","ITA","City","Italy","23.79",3,44.27144,8.43822,8174,NA,"Savona",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
