name,iso,entity_type,country,area,initiatives_committed,num_commit,lat,lng,population,population_year,state,admin_1,region
Bresso,ITA,City,Italy,3.38,GlobalCovenantofMayors2019;NAZCA,2,45.539105,9.190393,27132,NA,Lombardy,Milan,Europe
Brest,BLR,City,Belarus,145,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,52.13333333,23.66666667,340141,2018,Brest Region,,Eastern Europe and Central Asia
Brest Metropolis,FRA,City,France,218.37,GlobalCovenantofMayors2019;EUCovenantofMayors2019;Carbonn2019;NAZCA,4,48.40313335,-4.504428708,215647,NA,Brittany,,Europe
Briaglia,ITA,City,Italy,6.24,GlobalCovenantofMayors2019;NAZCA,2,44.396158,7.877602,326,NA,Cuneo,,Europe
"Bridgeport, CT",USA,City,United States of America,56.3063826,ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;WeAreStillIn2019;NAZCA,4,41.186389,-73.195556,145936,2010,Connecticut,"Fairfield County, CT",North America
"Bridgewater, NS",CAN,City,Canada,13.63,GlobalCovenantofMayors2019;CDPCities2018;NAZCA,3,41.990352,-70.975054,8532,2016,Nova Scotia,"Lunenburg County, NS",North America
Brienza,ITA,City,Italy,82.94,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,40.4778488,15.6301506,4107,NA,Potenza,,Europe
"Brighton, NY",USA,City,United States of America,NA,ClimateMayors,1,43.123333,-77.568056,36609,NA,New York State,"Monroe County, IN",North America
Brimbank,AUS,City,Australia,123.3,Carbonn2019,1,-37.75,144.8,194319,2016,Victoria,West Melbourne,East Asia and the Pacific
Brindisi,ITA,City,Italy,332.98,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.63333333,17.93333333,89745,NA,NA,,Europe
Brinzio,ITA,City,Italy,6.4,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.8891102,8.7904134,3937,NA,Varese,,Europe
Brione,ITA,City,Italy,9.46,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.9,10.58333333,703,NA,Lombardy,Trentino,Europe
"Brisbane, CA",USA,City,United States of America,8.028969,CDPCities2018;ClimateMayors;WeAreStillIn2019;WeAreStillIn2019;NAZCA,4,37.6808,-122.4,4603,2015,California,"San Mateo County, CA",North America
Bristol,GBR,City,United Kingdom,NA,Under2Coalition2019;Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,5,51.45,-2.583333333,441300,2017,NA,,Europe
British Columbia,CAN,Region,Canada,925186,CompactofStatesRegions2018;Under2Coalition2019;NAZCA,3,48.407326,-123.329773,4820000,2016,NA,,North America
Brittany,FRA,Region,France,27208,CompactofStatesRegions2018;Under2Coalition2019;NAZCA,3,48.11198,-1.67429,3310300,2016,NA,,Europe
Brittoli,ITA,City,Italy,15.99,GlobalCovenantofMayors2019;NAZCA,2,42.317338,13.861602,343,NA,Pescara,,Europe
Brivio,ITA,City,Italy,7.95,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.75,9.45,4700,NA,Lecco,,Europe
Brixen,ITA,City,Italy,84.7,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,46.71666667,11.65,20921,NA,South Tyrol,,Europe
Brno,CZE,City,Czech Republic,225.73,GlobalCovenantofMayors2019;NAZCA,2,49.19506,16.606837,377973,NA,South Moravian Region,NA,Europe
Brody,UKR,City,Ukraine,8.67,GlobalCovenantofMayors2019;NAZCA,2,50.07881,25.147894,23800,2016,Brody Raion,,Eastern Europe and Central Asia
Brogliano,ITA,City,Italy,12.16,GlobalCovenantofMayors2019;NAZCA,2,45.5887862,11.3645426,3962,NA,Vicenza,,Europe
Brolo,ITA,City,Italy,7.66,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,38.15,14.83333333,5846,NA,Messina,,Europe
Bronte,ITA,City,Italy,NA,GlobalCovenantofMayors2019;NAZCA,2,37.78835,14.830666,19437,NA,Sicily,Catania,Europe
"Brookline, MA",USA,City,United States of America,46.4126208,Carbonn2019,1,44.27527778,-68.55944444,824,2010,Massachusetts,"Norfolk County, MA",North America
Brosteni,ROU,City,Romania,424.4,GlobalCovenantofMayors2019;NAZCA,2,47.24416667,25.69805556,5388,NA,Suceava County,Suceava,Europe
Brotas,BRA,City,Brazil,1101,CDPCities2018,1,-22,-48,23858,2017,São Paulo State,São Paulo,Latin America and Caribbean
Brovello Carpugnino,ITA,City,Italy,8.22,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.842474,8.531726,728,NA,Verbano-Cusio-Ossola,,Europe
"Broward County, FL",USA,City,United States of America,3116.029919,WeAreStillIn2019;Under2Coalition2019;Carbonn2019;CDPCities2018;NAZCA,5,26.19361111,-80.47666667,1870000,2014,Florida,,North America
"Brownsville, TX",USA,City,United States of America,219.8046813,GlobalCovenantofMayors2019;NAZCA,2,25.9140256,-97.4890855,183887,2010,Texas,"Cameron County, TX",North America
Brozas,ESP,City,Spain,397,GlobalCovenantofMayors2019;NAZCA,2,39.612987,-6.77483,2013,2018,Cáceres,NA,Europe
Brtonigla,HRV,City,Croatia,32.72,GlobalCovenantofMayors2019;NAZCA,2,45.378937,13.624676,1579,2011,Istria County,Istria,Eastern Europe and Central Asia
Brugelette,BEL,City,Belgium,28.4,GlobalCovenantofMayors2019;NAZCA,2,50.5954253,3.8546563,3566,NA,Hainaut,Ath,Europe
Brugge,BEL,City,Belgium,4.1,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,51.2082905,3.2261497,118000,NA,West Flanders,Bruges,Europe
Brugherio,ITA,City,Italy,10.41,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.55,9.3,33124,NA,Monza Brianza,Monza and Brianza,Europe
Brugine,ITA,City,Italy,19.55,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.29861111,11.99277778,7024,NA,Padua,,Europe
Brugnato,ITA,City,Italy,11.9,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.23333333,9.716666667,1205,NA,La Spezia,,Europe
Brugnera,ITA,City,Italy,29.12,GlobalCovenantofMayors2019;NAZCA,2,45.9035103,12.5259887,9387,NA,Pordenone,,Europe
Bruino,ITA,City,Italy,5.57,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.01666667,7.466666667,8520,NA,Turin,,Europe
Brumadinho,BRA,City,Brazil,640141.9284,CDPCities2018,1,-20.1427,-44.1982,33973,2008,Minas Gerais,Belo Horizonte,Latin America and Caribbean
Brumano,ITA,City,Italy,8.14,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.85,9.5,86,NA,Lombardy,Bergamo,Europe
Brunehaut,BEL,City,Belgium,46.11,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,50.5178063,3.3795619,7879,NA,Hainaut,Tournai,Europe
Brunyola,ESP,City,Spain,84.692673,GlobalCovenantofMayors2019;NAZCA,2,41.9049114,2.6839536,373,2018,Baleares,Selva,Europe
Brusaporto,ITA,City,Italy,4.99,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6708455,9.7613544,5142,NA,Bergamo,,Europe
Brusque,BRA,City,Brazil,284.749,CDPCities2018,1,-27.0936,-48.9207,128818,2017,South,,Latin America and Caribbean
Brussels,BEL,City,Belgium,162.4,GlobalCovenantofMayors2019;NAZCA,2,50.8465565,4.351697,176124,2017,Brussels Capital Region,NA,Europe
Brussels Capital Region,BEL,Region,Belgium,162,Carbonn2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,4,50.85,4.35,1048491,2017,NA,,Europe
Brusy,POL,City,Poland,5.1,GlobalCovenantofMayors2019;NAZCA,2,53.8861557,17.7190437,14222,2006,Pomerania,NA,Europe
Bruz,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,48.02454,-1.74715,13207,NA,Brittany,NA,Europe
Bubbiano,ITA,City,Italy,2.95,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.327266,9.014546,2227,NA,Lombardy,Milan,Europe
Bucaramanga,COL,City,Colombia,165,Carbonn2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA,4,7.133333333,-73,581130,2018,Santander,Andean Region,Latin America and Caribbean
Bucchianico,ITA,City,Italy,38.08,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.3,14.16666667,5133,NA,Abruzzo,Chieti,Europe
Bucha,UKR,City,Ukraine,9.98,GlobalCovenantofMayors2019;NAZCA,2,50.5485813,30.2207143,31826,NA,Buchach Raion,Kiev Oblast,Eastern Europe and Central Asia
"Buchanan, MI",USA,City,United States of America,6.5267748,WeAreStillIn2019;ClimateMayors;WeAreStillIn2019,2,41.8275,-86.36138889,4390,2010,Michigan,"Berrien County, MI",North America
Bucharest,ROU,City,Romania,285,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.426767,26.102538,216007,2016,Bucuresti,Nonea,Europe
Bucovat (Jud. Timis),ROU,City,Romania,49.49,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.755,21.38111111,1601,NA,Timis County,,Europe
Budaörs,HUN,City,Hungary,23.59,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,47.4600185,18.9541818,28272,2016,Pest,Budakeszi,Europe
Budapest,HUN,City,Hungary,2538,GlobalCovenantofMayors2019;EUCovenantofMayors2019;Under2Coalition2019;NAZCA,4,47.4983815,19.0404707,2009991,2017,Central Hungary,,Europe
"Budapest Fováros XIX. Kerület, Kispest Önkormányzata",HUN,City,Hungary,9.38,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,47.45,19.133333,60731,NA,Central Hungary,,Europe
Budapest XII. kerület Hegyvidék,HUN,City,Hungary,NA,GlobalCovenantofMayors2019;NAZCA,2,47.4988779,19.0250536,58322,NA,Central Hungary,,Europe
Budapest XVIII kerület Petszentlorinc-Pestszentimre Önkormányzata,HUN,City,Hungary,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,47.4295479,19.1819304,98499,NA,Central Hungary,,Europe
Budesti,MDA,City,Moldova,NA,GlobalCovenantofMayors2019;NAZCA,2,47.065695,28.999603,5040,2014,Chisinau,Moldova,Eastern Europe and Central Asia
Budrio,ITA,City,Italy,120.19,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.5378133,11.5355381,18239,NA,Emilia-Romagna,Bologna,Europe
Buenos Aires,ARG,City,Argentina,203,CDPCities2018;Carbonn2019;C40Cities2019;GlobalCovenantofMayors2019;NAZCA,5,-34.6037,-58.3816,2890151,2010,NA,Argentina,Latin America and Caribbean
Bufalí,ESP,City,Spain,3.2,GlobalCovenantofMayors2019;NAZCA,2,38.8685464,-0.5169016,167,2018,Valencia,Vall d'Albaida,Europe
Buffalo City,ZAF,City,South Africa,2536,Carbonn2019,1,-32.98333333,27.86666667,797556,2011,Eastern Cape,NA,Sub-Saharan Africa
"Buffalo, NY",USA,City,United States of America,135.974475,ClimateMayors;CDPCities2018;Carbonn2019,3,42.904722,-78.849444,256902,2010,New York State,"Erie County, NY",North America
Búger,ESP,City,Spain,8.287968,GlobalCovenantofMayors2019;NAZCA,2,39.758563,2.984431,1029,2018,Baleares,Raiguer,Europe
Bugnara,ITA,City,Italy,25.12,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,42.02472222,13.86222222,1117,NA,Province of L'Aquila,L'Aquila,Europe
Buguggiate,ITA,City,Italy,2.5,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.7859972,8.8049896,3160,NA,Varese,,Europe
Buhigwe,TZA,City,Tanzania,1506,Carbonn2019,1,6.369028,34.88882,254342,NA,Kigoma,,Sub-Saharan Africa
Bujalance,ESP,City,Spain,124.82,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.9,-4.383333333,7941,2018,Córdoba,Alto Guadalquivir,Europe
Bujaraloz,ESP,City,Spain,121.61,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.4979089,-0.151175,1048,2018,Zaragoza,Monegros,Europe
Buje,HRV,City,Croatia,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.4099363,13.6553373,11426,2011,Istria County,Istria,Eastern Europe and Central Asia
Bujumbura,BDI,City,Burundi,86.52,GlobalCovenantofMayors2019;CDPCities2018;NAZCA,3,-3.3638124,29.3675028,1000000,2017,Bujumbura Mairie,,Sub-Saharan Africa
Bukavu,COD,City,Dem. Rep. Congo,60,GlobalCovenantofMayors2019;NAZCA,2,-2.50316,28.85309,870594,2016,South Kivu,,Sub-Saharan Africa
Bükkaranyos,HUN,City,Hungary,26.2,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,47.98583333,20.78,1503,2012,Borsod-Abaúj-Zemplén,Miskolc,Europe
Bükkszentkereszt,HUN,City,Hungary,26.97,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,48.0681306,20.6300731,1185,2004,Northern Hungary,Borsod-Abaúj-Zemplén,Europe
Bukoba,TZA,City,Tanzania,1653,Carbonn2019,1,-1.333333333,31.81666667,418493,2012,Bukoba Urban District,NA,Sub-Saharan Africa
Bukombe,TZA,City,Tanzania,8055,Carbonn2019,1,-3.466667,31.9,224542,NA,Shinyanga Region,NA,Sub-Saharan Africa
Bulawayo,ZWE,City,Zimbabwe,1706.8,GlobalCovenantofMayors2019;NAZCA,2,-20.1560598,28.5887063,653337,2016,Bulawayo Province,NA,Sub-Saharan Africa
Bulciago,ITA,City,Italy,3.12,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.7558556,9.2921306,3034,NA,Lecco,,Europe
Bulgarograsso,ITA,City,Italy,3.77,GlobalCovenantofMayors2019;NAZCA,2,45.747076,9.006438,3921,NA,Como,,Europe
Bullas,ESP,City,Spain,82.2,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,38.05,-1.67,11500,2018,Murcia,Noroeste,Europe
Bultei,ITA,City,Italy,96.83,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.45777778,9.061111111,1057,NA,Sassari,,Europe
Bulzi,ITA,City,Italy,21.67,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.85,8.833333333,562,NA,Sassari,,Europe
Buonvicino,ITA,City,Italy,30.6,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,39.6901767,15.8839994,2349,NA,Calabria,Cosenza,Europe
Burdinne,BEL,City,Belgium,32.57,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,50.5812607,5.072436,3010,NA,Liège,Huy,Europe
Bureta,ESP,City,Spain,11,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,41.81666667,-1.483333333,272,2018,Aragon,Zaragoza,Europe
Burgas,BGR,City,Bulgaria,253.644,GlobalCovenantofMayors2019;EUCovenantofMayors2019;Carbonn2019,3,42.4942274,27.4550161,226000,2014,NA,Lagos,Europe
Burgio,ITA,City,Italy,42.23,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.599442,13.29015,2763,NA,Sicily,Agrigento,Europe
Burguillos,ESP,City,Spain,188,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.5858146,-5.9672509,3284,2018,Seville,,Europe
Burjassot,ESP,City,Spain,3.4,GlobalCovenantofMayors2019;NAZCA,2,39.5090599,-0.410858,37546,2018,Valencia,Horta Nord,Europe
"Burlingame, CA",USA,City,United States of America,2.3050911,ClimateMayors,1,37.583333,-122.363611,30301,2010,California,"San Mateo County, CA",North America
"Burlington, VT",USA,City,United States of America,34.74471585,ClimateMayors;WeAreStillIn2019;Carbonn2019;GlobalCovenantofMayors2019;WeAreStillIn2019;NAZCA,5,44.475833,-73.211944,42239,2015,Vermont,New England,North America
"Burns Lake, BC",CAN,City,Canada,6.59,Carbonn2019,1,54.22916667,-125.7625,2029,2016,British Columbia,Regional District of Bulkley-Nechako,North America
"Burnsville, MN",USA,City,United States of America,69.75,Carbonn2019;ClimateMayors,2,44.76777778,-93.2775,61434,2010,Minnesota,"Dakota County, MN",North America
Burriana,ESP,City,Spain,47.2,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,39.88944444,-0.0925,34000,2018,Castellón,Plana Baixa,Europe
Bursa,TUR,City,Turkey,1036,EUCovenantofMayors2019;Carbonn2019;GlobalCovenantofMayors2019;NAZCA,4,40.18333333,29.05,2842547,2015,NA,Turkey,Eastern Europe and Central Asia
Burshtyn,UKR,City,Ukraine,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,49.25833333,24.62777778,15586,2016,Ivano-Frankivsk Oblast,NA,Eastern Europe and Central Asia
Busana,ITA,City,Italy,30.41,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.36666667,10.31666667,1270,NA,Reggio Emilia,,Europe
Busca,ITA,City,Italy,65.85,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.51666667,7.466666667,10220,NA,Cuneo,,Europe
Buscate,ITA,City,Italy,7.83,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.545969,8.812037,4746,NA,Milan,,Europe
Buseto Palizzolo,ITA,City,Italy,72.81,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,38.025945,12.717433,3065,NA,Sicily,Trapani,Europe
Busot,ESP,City,Spain,33.84,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,38.48138889,-0.420277778,3138,2018,Alicante,Alacantí,Europe
Bussento Lambro e Mingardo,ITA,City,Italy,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019,2,40.1313158,15.4691412,25511,NA,Campania,,Europe
Bussero,ITA,City,Italy,4.59,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.53333333,9.366666667,8493,NA,Lombardy,Milan,Europe
Busseto,ITA,City,Italy,76.59,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.98333333,10.05,7095,NA,Parma,,Europe
Busso,ITA,City,Italy,23.81,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.5562506,14.5585312,1333,NA,Campobasso,,Europe
Bussolengo,ITA,City,Italy,24.23,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.4741307,10.8462482,20028,NA,Verona,,Europe
Bussoleno,ITA,City,Italy,37.07,GlobalCovenantofMayors2019;NAZCA,2,45.1392706,7.1477166,6313,NA,Piedmont,Turin,Europe
Busto Arsizio,ITA,City,Italy,30.66,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.6119057,8.8520522,82460,NA,Varese,,Europe
Busto Garolfo,ITA,City,Italy,12.99,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.54767,8.885639,13494,NA,Lombardy,Milan,Europe
Butera,ITA,City,Italy,298.55,GlobalCovenantofMayors2019;NAZCA,2,37.191646,14.182458,4980,NA,Caltanissetta,,Europe
Bütgenbach,BEL,City,Belgium,97.31,GlobalCovenantofMayors2019;NAZCA,2,50.4267259,6.2053573,5640,NA,Liège,Verviers,Europe
Buttigliera Alta,ITA,City,Italy,8.1,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.06666667,7.416666667,6537,NA,Piedmont,Turin,Europe
Buttrio,ITA,City,Italy,17.78,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.010421,13.333831,4074,NA,Udine,Friuli-Venezia Giulia,Europe
Buyengero,BDI,City,Burundi,NA,GlobalCovenantofMayors2019;NAZCA,2,-3.819825,29.54412,72681,NA,Rumonge,NA,Sub-Saharan Africa
Buzau,ROU,City,Romania,81.3,GlobalCovenantofMayors2019;NAZCA,2,45.1490064,26.8306557,115494,2011,Buzau County,NA,Europe
Buzet,HRV,City,Croatia,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.41666667,13.96666667,6105,2011,Istria County,Istria,Eastern Europe and Central Asia
Bychau,BLR,City,Belarus,NA,GlobalCovenantofMayors2019;NAZCA,2,53.515115,30.237708,29753,NA,Mogilev Region,,Eastern Europe and Central Asia
Bydgoszcz,POL,City,Poland,175.98,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,53.11666667,18,363020,2018,Kuyavia-Pomerania,,Europe
Byron,GRC,City,Greece,9,GlobalCovenantofMayors2019;NAZCA,2,37.959333,23.751301,61308,NA,Attica,Central Athens,Europe
Byron Shire,AUS,City,Australia,556,Carbonn2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA,4,-28.55,153.5,32723,2011,New South Wales,,East Asia and the Pacific
Cabacés,ESP,City,Spain,31.3,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.2470037,0.7331063,333,2018,Tarragona,Priorat,Europe
Cabañas De Ebro,ESP,City,Spain,8,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.7945931,-1.1624758,553,2018,Aragon,Cabañas de Ebro,Europe
Cabanes,ESP,City,Spain,131.6,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,40.15583333,0.0453,963,2018,Castellón,,Europe
Cabezas Rubias,ESP,City,Spain,109,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.71666667,-7.083333333,865,2018,Huelva,,Europe
Cabiate,ITA,City,Italy,3.18,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.674176,9.173743,7526,NA,Como,,Europe
Cabra,ESP,City,Spain,228.07,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.4718153,-4.4335615,19523,2018,Córdoba,Subbética cordobesa,Europe
Cabrils,ESP,City,Spain,7,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,41.5262354,2.3676258,6964,2018,Barcelona Province,Maresme,Europe
Caccamo,ITA,City,Italy,188.23,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,37.9315338,13.6634017,8650,NA,Palermo,,Europe
Caccuri,ITA,City,Italy,61.38,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,39.23333333,16.78333333,1730,NA,Crotone,,Europe
Caceres,ESP,City,Spain,1750.33,GlobalCovenantofMayors2019;NAZCA,2,39.475276,-6.372425,96663,2018,Cáceres,,Europe
Cáceres,BRA,City,Brazil,NA,GlobalCovenantofMayors2019;NAZCA,2,-16.07437,-57.65726,91271,2018,Mato Grosso,,Latin America and Caribbean
Cadalso,ESP,City,Spain,7,GlobalCovenantofMayors2019;NAZCA,2,40.237135,-6.540313,484,2018,Cáceres,NA,Europe
Cadaval,PRT,City,Portugal,174.89,GlobalCovenantofMayors2019;NAZCA,2,39.240659,-9.103251,14525,2011,Lisbon,,Europe
Cadeo,ITA,City,Italy,38.48,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,44.96666667,9.833333333,6226,NA,Piacenza,,Europe
Caderzone Terme,ITA,City,Italy,18.61,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.130202,10.75747,668,NA,Trento,Trentino,Europe
Cádiz,ESP,City,Spain,12.1,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,36.53333333,-6.283333333,126766,2018,NA,,Europe
Cadoneghe,ITA,City,Italy,12.93,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.45,11.93333333,16320,NA,Padua,,Europe
Cadorago,ITA,City,Italy,7.19,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.7244896,9.0380604,7812,NA,Como,,Europe
Cadrezzate,ITA,City,Italy,4.73,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.8,8.65,1779,NA,Varese,,Europe
Caen,FRA,City,France,NA,GlobalCovenantofMayors2019;NAZCA,2,49.18286,-0.37068,112478,NA,Normandy,NA,Europe
Caerano Di San Marco,ITA,City,Italy,12.09,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,45.785910199999996,12.0010378,8050,NA,Venice,Treviso,Europe
Cagliari,ITA,City,Italy,85.01,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,39.22038815,9.107905663,157000,NA,Sardinia,NA,Europe
Cagnano Amiterno,ITA,City,Italy,61.32,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,42.4549996,13.2322183,1439,NA,Province of L'Aquila,L'Aquila,Europe
Cagno',ITA,City,Italy,3.53,GlobalCovenantofMayors2019;NAZCA,2,45.8110987,8.91794,370,NA,Como,,Europe
Caianello,ITA,City,Italy,15.68,GlobalCovenantofMayors2019;NAZCA,2,41.297937,14.088517,1788,NA,Caserta,,Europe
Caiazzo,ITA,City,Italy,37.04,GlobalCovenantofMayors2019;NAZCA,2,41.178408,14.364699,6000,NA,Caserta,,Europe
Caieiras,BRA,City,Brazil,97.64,CDPCities2018,1,-23.3612,-46.7402,100129,2018,São Paulo State,São Paulo,Latin America and Caribbean
Caino,ITA,City,Italy,17.31,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,45.61666667,10.31666667,2082,NA,Brescia,,Europe
Caiolo,ITA,City,Italy,32.97,GlobalCovenantofMayors2019;NAZCA,2,46.149994,9.814548,1076,NA,Sondrio,,Europe
Cairo Montenotte,ITA,City,Italy,100.4,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,44.3992684,8.2745606,13618,NA,Savona,,Europe
Cajamar,BRA,City,Brazil,131.39,CDPCities2018,1,-23.3646,-46.8725,73921,2016,São Paulo State,São Paulo,Latin America and Caribbean
Cájar,ESP,City,Spain,2,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,37.13333333,-3.566666667,4690,2018,Granada,NA,Europe
Cajnice,BIH,City,Bosnia and Herzegovina,NA,GlobalCovenantofMayors2019;NAZCA,2,43.5568196,19.0715447,4500,NA,Republika Srpska,,Eastern Europe and Central Asia
Cakovec,HRV,City,Croatia,72.8,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,3,46.3877682,16.4346876,27104,2011,Medimurje,,Eastern Europe and Central Asia
Cala,ESP,City,Spain,NA,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,3,50.94805556,1.856388889,1310,NA,Baleares,,Europe
